,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
20253,686578,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,TRUE
20254,631606,Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu,Tamil Nadu,FALSE
20255,781132,Guwahati_Kaikchi_L (Assam),Guwahati_Kaikchi_GW (Assam),Guwahati_Kaikchi_L (Assam),Guwahati,Assam,TRUE
20256,803119,BiharSharif_Sherpur_D (Bihar),BiharSharif_Sherpur_D (Bihar),BiharSharif_Sherpur_D (Bihar),Bihar Sharif,Bihar,FALSE
20257,382620,Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar,Gujarat,FALSE
20258,412108,Pirangut_PoliceChowki_D (Maharashtra),Pirangut_PoliceChowki_D (Maharashtra),Pirangut_PoliceChowki_D (Maharashtra),Pirangut,Maharashtra,FALSE
20259,768225,Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar,Orissa,TRUE
20260,389380,Limkheda_VjyCmplx_DPP (Gujarat),Limkheda_VjyCmplx_DPP (Gujarat),Limkheda_VjyCmplx_DPP (Gujarat),Limkheda,Gujarat,FALSE
20261,326514,Chaumahla_Dag_DPP (Rajasthan),Chaumahla_Dag_DPP (Rajasthan),Chaumahla_Dag_DPP (Rajasthan),Chaumahla,Rajasthan,FALSE
20262,605013,Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Pondicherry,Tamil Nadu,FALSE
20263,182141,Chenani_Ward3_D (Jammu & Kashmir),Chenani_Ward3_D (Jammu & Kashmir),Chenani_Ward3_D (Jammu & Kashmir),Chenani,Jammu & Kashmir,TRUE
20264,248001,Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun,Uttarakhand,FALSE
20265,626005,Sivakasi_Senayapuram_D (Tamil Nadu),Sivakasi_Senayapuram_D (Tamil Nadu),Sivakasi_Senayapuram_D (Tamil Nadu),Sivakasi,Tamil Nadu,FALSE
20266,721253,Midnapore_Sarbera_DPP (West Bengal),Midnapore_Sarbera_DPP (West Bengal),Midnapore_Sarbera_DPP (West Bengal),Midnapore,West Bengal,TRUE
20267,508116,Bhuvanagiri_Bhongir_D (Telangana),Bhuvanagiri_Bhongir_D (Telangana),Bhuvanagiri_Bhongir_D (Telangana),Bhuvanagiri,Telangana,TRUE
20268,843124,Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur,Bihar,FALSE
20269,144042,Nakodar_ChowkDPP_D (Punjab),Nakodar_ChowkDPP_D (Punjab),Nakodar_ChowkDPP_D (Punjab),Nakodar,Punjab,FALSE
20270,573201,Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan,Karnataka,FALSE
20271,641304,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
20272,176030,Khundian_Koka_DPP (Himachal Pradesh),Khundian_Koka_DPP (Himachal Pradesh),Khundian_Koka_DPP (Himachal Pradesh),Khundian,Himachal Pradesh,FALSE
20273,805125,Sirdala_ChandrikaNagar_D (Bihar),Sirdala_ChandrikaNagar_D (Bihar),Sirdala_ChandrikaNagar_D (Bihar),Sirdala,Bihar,TRUE
20274,673532,Perambra_KayipramRd_D (Kerala),Perambra_KayipramRd_D (Kerala),Perambra_KayipramRd_D (Kerala),Perambra,Kerala,FALSE
20275,825321,Tandwa_SahidChowk_D (Jharkhand),Tandwa_SahidChowk_D (Jharkhand),Tandwa_SahidChowk_D (Jharkhand),Tandwa,Jharkhand,FALSE
20276,141007,Ludhiana_Pawa_L (Punjab),Ludhiana_Khakat_H (Punjab),Ludhiana_Pawa_L (Punjab),Ludhiana,Punjab,FALSE
20277,754108,Balikuda_Balisahi_D (Orissa),Balikuda_Balisahi_D (Orissa),Balikuda_Balisahi_D (Orissa),Balikuda,Orissa,TRUE
20278,689542,Chengannur_OtheraRoad_D (Kerala),Chengannur_OtheraRoad_D (Kerala),Chengannur_OtheraRoad_D (Kerala),Chengannur,Kerala,FALSE
20279,711322,Howrah_Temp_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Temp_L (West Bengal),Howrah,West Bengal,FALSE
20280,176052,Dharamshala_GrudwrRd_D (Himachal Pradesh),Dharamshala_GrudwrRd_D (Himachal Pradesh),Dharamshala_GrudwrRd_D (Himachal Pradesh),Dharamshala,Himachal Pradesh,FALSE
20281,442907,Wani_GuruNGR_D (Maharashtra),Wani_GuruNGR_D (Maharashtra),Wani_GuruNGR_D (Maharashtra),Wani,Maharashtra,TRUE
20282,580011,Dharwad_MarathaColony_D (Karnataka),Dharwad_MarathaColony_D (Karnataka),Dharwad_MarathaColony_D (Karnataka),Dharwad,Karnataka,FALSE
20283,535213,Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram_Thotaveedhi_D (Andhra Pradesh),Bhogapuram,Andhra Pradesh,TRUE
20284,400613,Mumbai_Turbhe_L (Maharashtra),Mumbai_Turbhe_L (Maharashtra),Mumbai_Turbhe_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
20285,229123,Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran,Uttar Pradesh,TRUE
20286,394305,Surat_Kacholi_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_L (Gujarat),Surat,Gujarat,FALSE
20287,415805,Devgad_sindhuBank_DPP (Maharashtra),Devgad_sindhuBank_DPP (Maharashtra),Devgad_sindhuBank_DPP (Maharashtra),Devgad,Maharashtra,FALSE
20288,627902,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,TRUE
20289,605756,Thirukoilure_TVN_D (Tamil Nadu),Thirukoilure_TVN_D (Tamil Nadu),Thirukoilure_TVN_D (Tamil Nadu),Thirukoilure,Tamil Nadu,TRUE
20290,229305,Gauriganj_Jais_D (Uttar Pradesh),Gauriganj_Jais_D (Uttar Pradesh),Gauriganj_Jais_D (Uttar Pradesh),Gauriganj,Uttar Pradesh,TRUE
20291,848133,KalyanpurBR_Ladaura_D (Bihar),KalyanpurBR_Ladaura_D (Bihar),KalyanpurBR_Ladaura_D (Bihar),KalyanpurBR,Bihar,FALSE
20292,679123,Shoranur_Akamala_D (Kerala),Shoranur_Akamala_D (Kerala),Shoranur_Akamala_D (Kerala),Shoranur,Kerala,TRUE
20293,841222,Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra,Bihar,TRUE
20294,231001,Mirzapur_Natwa_D (Uttar Pradesh),Mirzapur_Natwa_D (Uttar Pradesh),Mirzapur_Natwa_D (Uttar Pradesh),Mirzapur,Uttar Pradesh,FALSE
20295,573112,Banavara_BHRd_DPP (Karnataka),Banavara_BHRd_DPP (Karnataka),Banavara_BHRd_DPP (Karnataka),Banavara,Karnataka,TRUE
20296,686607,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,TRUE
20297,458389,Mandsaur_Sitamau_DPP (Madhya Pradesh),Mandsaur_Sitamau_DPP (Madhya Pradesh),Mandsaur_Sitamau_DPP (Madhya Pradesh),Mandsaur,Madhya Pradesh,FALSE
20298,212503,Soraon_Akaripur_D (Uttar Pradesh),Soraon_Akaripur_D (Uttar Pradesh),Soraon_Akaripur_D (Uttar Pradesh),Soraon,Uttar Pradesh,TRUE
20299,413102,Daund_Kurkumbh_L (Maharashtra),Daund_Kurkumbh_L (Maharashtra),Daund_Kurkumbh_L (Maharashtra),Daund,Maharashtra,TRUE
20300,635805,Ambur_Gandhinagar_D (Tamil Nadu),Ambur_Gandhinagar_D (Tamil Nadu),Ambur_Gandhinagar_D (Tamil Nadu),Ambur,Tamil Nadu,FALSE
20301,680005,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
20302,171003,Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla,Himachal Pradesh,TRUE
20303,301401,Rewari_Chirhara_D (Haryana),Rewari_Chirhara_D (Haryana),Rewari_Chirhara_D (Haryana),Rewari,Haryana,FALSE
20304,495677,Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba,Chhattisgarh,FALSE
20305,609701,Peralam_Kaduvangudi_D (Tamil Nadu),Peralam_Kaduvangudi_D (Tamil Nadu),Peralam_Kaduvangudi_D (Tamil Nadu),Peralam,Tamil Nadu,TRUE
20306,604402,Cheyyar_NehruNGR_D (Tamil Nadu),Cheyyar_NehruNGR_D (Tamil Nadu),Cheyyar_NehruNGR_D (Tamil Nadu),Cheyyar,Tamil Nadu,TRUE
20307,690570,Kayamkulam_Peringala_D (Kerala),Kayamkulam_Peringala_D (Kerala),Kayamkulam_Peringala_D (Kerala),Kayamkulam,Kerala,TRUE
20308,627119,Thisayanvilai_NavaladyR_D (Tamil Nadu),Thisayanvilai_NavaladyR_D (Tamil Nadu),Thisayanvilai_NavaladyR_D (Tamil Nadu),Thisayanvilai,Tamil Nadu,TRUE
20309,821118,Thakurganj_ThanaColony_D (Bihar),Thakurganj_ThanaColony_D (Bihar),Thakurganj_ThanaColony_D (Bihar),Thakurganj,Bihar,TRUE
20310,622504,Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai,Tamil Nadu,FALSE
20311,263655,Ranikhet_Majkhali_DPP (Uttarakhand),Ranikhet_Majkhali_DPP (Uttarakhand),Ranikhet_Majkhali_DPP (Uttarakhand),Ranikhet,Uttarakhand,FALSE
20312,678575,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
20313,580032,Hubli_SantoshNagar_L (Karnataka),Hubli_Jnntnagar_H (Karnataka),Hubli_SantoshNagar_L (Karnataka),Hubli,Karnataka,FALSE
20314,823311,Khizasarai_Baijnathpur_D (Bihar),Khizasarai_Baijnathpur_D (Bihar),Khizasarai_Baijnathpur_D (Bihar),Khizasarai,Bihar,FALSE
20315,281406,Vrindavan_Jait_D (Uttar Pradesh),Vrindavan_Jait_D (Uttar Pradesh),Vrindavan_Jait_D (Uttar Pradesh),Vrindavan,Uttar Pradesh,FALSE
20316,442302,Pulgaon_RajPP_DPP (Maharashtra),Pulgaon_RajPP_DPP (Maharashtra),Pulgaon_RajPP_DPP (Maharashtra),Pulgaon,Maharashtra,FALSE
20317,643006,Ooty_Westmere_D (Tamil Nadu),Ooty_Westmere_D (Tamil Nadu),Ooty_Westmere_D (Tamil Nadu),Ooty,Tamil Nadu,FALSE
20318,523271,Kondapi_Anakarlapudi_D (Andhra Pradesh),Kondapi_Anakarlapudi_D (Andhra Pradesh),Kondapi_Anakarlapudi_D (Andhra Pradesh),Kondapi,Andhra Pradesh,TRUE
20319,825101,Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh,Jharkhand,FALSE
20320,110110,Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi,Delhi,FALSE
20321,493116,Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda,Chhattisgarh,TRUE
20322,532292,Sompeta_PostOffice_DPP (Andhra Pradesh),Sompeta_PostOffice_DPP (Andhra Pradesh),Sompeta_PostOffice_DPP (Andhra Pradesh),Sompeta,Andhra Pradesh,FALSE
20323,303503,Lalsot_Ward34_D (Rajasthan),Lalsot_Ward34_D (Rajasthan),Lalsot_Ward34_D (Rajasthan),Lalsot,Rajasthan,FALSE
20324,754143,Paradip_Udyabata_D (Orissa),Paradip_Udyabata_D (Orissa),Paradip_Udyabata_D (Orissa),Paradip,Orissa,FALSE
20325,788104,Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool,Assam,TRUE
20326,628002,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,FALSE
20327,173201,Baddi_BhatauliKalan_L (Himachal Pradesh),Baddi_BhatauliKalan_L (Himachal Pradesh),Baddi_BhatauliKalan_L (Himachal Pradesh),Baddi,Himachal Pradesh,FALSE
20328,393005,Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar,Gujarat,TRUE
20329,825324,BarkiSaria_KalaliRd_DPP (Jharkhand),BarkiSaria_KalaliRd_DPP (Jharkhand),BarkiSaria_KalaliRd_DPP (Jharkhand),Barki Saria,Jharkhand,FALSE
20330,382041,Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar,Gujarat,FALSE
20331,302009,Jaipur_RingRoad_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_RingRoad_L (Rajasthan),Jaipur,Rajasthan,FALSE
20332,312612,Chittaurgarh_LovkushNgr_D (Rajasthan),Chittaurgarh_LovkushNgr_D (Rajasthan),Chittaurgarh_LovkushNgr_D (Rajasthan),Chittaurgarh,Rajasthan,TRUE
20333,785602,Sarupathar_Golaght_D (Assam),Sarupathar_Golaght_D (Assam),Sarupathar_Golaght_D (Assam),Sarupathar,Assam,TRUE
20334,700137,Kolkata_TrtllaRD_L (West Bengal),Kolkata_TrtllaRD_L (West Bengal),Kolkata_TrtllaRD_L (West Bengal),Kolkata,West Bengal,FALSE
20335,828126,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,FALSE
20336,303807,Jaipur_VishwakarmaIndArea_L (Rajasthan),Jaipur_VishwakarmaIndArea_L (Rajasthan),Jaipur_VishwakarmaIndArea_L (Rajasthan),Jaipur,Rajasthan,TRUE
20337,364003,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,FALSE
20338,600114,Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
20339,686583,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,TRUE
20340,761144,Digapahandi_Punjikanya_D (Orissa),Digapahandi_Punjikanya_D (Orissa),Digapahandi_Punjikanya_D (Orissa),Digapahandi,Orissa,TRUE
20341,743354,DakshinBarasat_Baharu_DPP (West Bengal),DakshinBarasat_Baharu_DPP (West Bengal),DakshinBarasat_Baharu_DPP (West Bengal),Dakshin Barasat,West Bengal,TRUE
20342,422607,Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar,Maharashtra,TRUE
20343,691540,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
20344,303602,Renwal_BajrangNagar_D (Rajasthan),Renwal_BajrangNagar_D (Rajasthan),Renwal_BajrangNagar_D (Rajasthan),Renwal,Rajasthan,FALSE
20345,144703,Dharamkot_Moga_D (Punjab),Dharamkot_Moga_D (Punjab),Dharamkot_Moga_D (Punjab),Dharamkot,Punjab,FALSE
20346,321022,Kaman_BsstdDPP_D (Rajasthan),Kaman_BsstdDPP_D (Rajasthan),Kaman_BsstdDPP_D (Rajasthan),Kaman,Rajasthan,FALSE
20347,480106,Sausar_BorgaonAKVN_DPP (Madhya Pradesh),Sausar_BorgaonAKVN_DPP (Madhya Pradesh),Sausar_BorgaonAKVN_DPP (Madhya Pradesh),Sausar,Madhya Pradesh,TRUE
20348,585316,Humnabad_Kamalapur_DPP (Karnataka),Humnabad_Kamalapur_DPP (Karnataka),Humnabad_Kamalapur_DPP (Karnataka),Humnabad,Karnataka,TRUE
20349,495686,Champa_Sindhicolony_D (Chhattisgarh),Champa_Sindhicolony_D (Chhattisgarh),Champa_Sindhicolony_D (Chhattisgarh),Champa,Chhattisgarh,TRUE
20350,202135,Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair,Uttar Pradesh,TRUE
20351,680612,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
20352,843139,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
20353,853204,Naugchia_Vijayght_D (Bihar),Naugchia_Vijayght_D (Bihar),Naugchia_Vijayght_D (Bihar),Naugachia,Bihar,FALSE
20354,534204,Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram,Andhra Pradesh,FALSE
20355,365535,Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli,Gujarat,TRUE
20356,341303,Didwana_TransportNgr_DPP (Rajasthan),Didwana_TransportNgr_DPP (Rajasthan),Didwana_TransportNgr_DPP (Rajasthan),Didwana,Rajasthan,TRUE
20357,392160,Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar_Gadkhol_L (Gujarat),Ankleshwar,Gujarat,FALSE
20358,273151,Kaptanganj_Subshngr_D (Uttar Pradesh),Kaptanganj_Subshngr_D (Uttar Pradesh),Kaptanganj_Subshngr_D (Uttar Pradesh),Kaptanganj,Uttar Pradesh,TRUE
20359,229402,Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar,Uttar Pradesh,TRUE
20360,403804,Goa_Hub (Goa),Goa_Hub (Goa),Goa_Hub (Goa),Goa,Goa,FALSE
20361,625001,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
20362,403109,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,FALSE
20363,625601,Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni,Tamil Nadu,FALSE
20364,533107,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,FALSE
20365,210129,Atarra_GangehiRd_D (Uttar Pradesh),Atarra_GangehiRd_D (Uttar Pradesh),Atarra_GangehiRd_D (Uttar Pradesh),Atarra,Uttar Pradesh,FALSE
20366,582117,Gadag_Laxmeshwar_D (Karnataka),Gadag_Laxmeshwar_D (Karnataka),Gadag_Laxmeshwar_D (Karnataka),Gadag,Karnataka,FALSE
20367,413527,Latur_KhadgoanChowk_D (Maharashtra),Latur_KhadgoanChowk_D (Maharashtra),Latur_KhadgoanChowk_D (Maharashtra),Latur,Maharashtra,TRUE
20368,500105,Hyderabad_Medchal_L (Telangana),Hyderabad_Medchal_H (Telangana),Hyderabad_Medchal_L (Telangana),Hyderabad,Telangana,FALSE
20369,524408,Gudur_Rapur_DPP (Andhra Pradesh),Gudur_Rapur_DPP (Andhra Pradesh),Gudur_Rapur_DPP (Andhra Pradesh),Narasaraopet,Andhra Pradesh,FALSE
20370,761103,Hinjilicut_RegidiSt_D (Orissa),Hinjilicut_RegidiSt_D (Orissa),Hinjilicut_RegidiSt_D (Orissa),Hinjilicut,Orissa,TRUE
20371,831019,Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur,Jharkhand,FALSE
20372,415606,Chiplun_Burumtali_D (Maharashtra),Chiplun_Burumtali_D (Maharashtra),Chiplun_Burumtali_D (Maharashtra),Chiplun,Maharashtra,TRUE
20373,400091,Mumbai_Kandivali_L (Maharashtra),Mumbai_Kandivali_L (Maharashtra),Mumbai_Kandivali_L (Maharashtra),Mumbai,Maharashtra,FALSE
20374,713128,Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara,West Bengal,FALSE
20375,506009,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,FALSE
20376,208011,Kanpur_Sarimita_L (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Sarimita_L (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
20377,811214,Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger,Bihar,TRUE
20378,263159,Ramnagar_Central_D_2 (Uttarakhand),Ramnagar_Central_D_2 (Uttarakhand),Ramnagar_Central_D_2 (Uttarakhand),Ramnagar,Uttarakhand,TRUE
20379,713369,Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur,West Bengal,FALSE
20380,221106,Varanasi_Karnadadi_L (Uttar Pradesh),Varanasi_Birbhanpur_H (Uttar Pradesh),Varanasi_Karnadadi_L (Uttar Pradesh),Varanasi,Uttar Pradesh,FALSE
20381,230129,Lalgopalganj_Anandi_D (Uttar Pradesh),Lalgopalganj_Anandi_D (Uttar Pradesh),Lalgopalganj_Anandi_D (Uttar Pradesh),Lal Gopalganj,Uttar Pradesh,TRUE
20382,461551,Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi,Madhya Pradesh,FALSE
20383,497449,Chirimiri_HaldiBadi_DPP (Chhattisgarh),Chirimiri_HaldiBadi_DPP (Chhattisgarh),Chirimiri_HaldiBadi_DPP (Chhattisgarh),Chirimiri,Chhattisgarh,FALSE
20384,805121,Nawada_Govindpur_D (Bihar),Nawada_Govindpur_D (Bihar),Nawada_Govindpur_D (Bihar),Nawada,Bihar,FALSE
20385,500087,Hyderabad_HemaNagar_L (Telangana),Hyderabad_HemaNagar_L (Telangana),Hyderabad_HemaNagar_L (Telangana),Hyderabad,Telangana,FALSE
20386,505473,Bejjanki_Badanki_D (Telangana),Bejjanki_Badanki_D (Telangana),Bejjanki_Badanki_D (Telangana),Bejjanki,Telangana,TRUE
20387,629002,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,FALSE
20388,388365,Anand_VitthalUdyog_D (Gujarat),Anand_VitthalUdyog_D (Gujarat),Anand_VitthalUdyog_D (Gujarat),Anand,Gujarat,FALSE
20389,248196,Chakrata_Purodi_DPP (Uttarakhand),Chakrata_Purodi_DPP (Uttarakhand),Chakrata_Purodi_DPP (Uttarakhand),Chakrata,Uttarakhand,FALSE
20390,496004,Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh,Chhattisgarh,TRUE
20391,757017,Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti,Orissa,TRUE
20392,493228,BalodaBazar_Pahanda_D (Chhattisgarh),BalodaBazar_Pahanda_D (Chhattisgarh),BalodaBazar_Pahanda_D (Chhattisgarh),Baloda Bazar,Chhattisgarh,FALSE
20393,176103,Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur,Himachal Pradesh,FALSE
20394,643217,Kotagiri_CroslySRT_D (Tamil Nadu),Kotagiri_CroslySRT_D (Tamil Nadu),Kotagiri_CroslySRT_D (Tamil Nadu),Kotagiri,Tamil Nadu,FALSE
20395,140115,AnandpurSahib_Dher_D (Punjab),AnandpurSahib_Dher_D (Punjab),AnandpurSahib_Dher_D (Punjab),Anandpur Sahib,Punjab,TRUE
20396,229202,Unnao_KulhaBagha_D (Uttar Pradesh),Unnao_KulhaBagha_D (Uttar Pradesh),Unnao_KulhaBagha_D (Uttar Pradesh),Unnao,Uttar Pradesh,TRUE
20397,516193,Badvel_CCcolony_D (Andhra Pradesh),Badvel_CCcolony_D (Andhra Pradesh),Badvel_CCcolony_D (Andhra Pradesh),Badvel,Andhra Pradesh,TRUE
20398,416514,Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi,Maharashtra,TRUE
20399,506224,Narmetta_Maddur_DPP (Telangana),Narmetta_Maddur_DPP (Telangana),Narmetta_Maddur_DPP (Telangana),Narmetta,Telangana,FALSE
20400,251314,Khatauli_GTRoad_D (Uttar Pradesh),Khatauli_GTRoad_D (Uttar Pradesh),Khatauli_GTRoad_D (Uttar Pradesh),Khatauli,Uttar Pradesh,TRUE
20401,686581,Pala_Elappunkal_D (Kerala),Pala_Elappunkal_D (Kerala),Pala_Elappunkal_D (Kerala),Pala,Kerala,TRUE
20402,233311,Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,FALSE
20403,621601,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,FALSE
